respondent_id,age,gender,country,education_level,industry,job_role,years_in_role,company_size,digital_adoption_score,ai_usage_frequency,growth_mindset_score,limiting_beliefs_score,change_resistance_level,training_hours_last_year,leadership_score,team_openness_score,recent_failed_initiatives,positive_feedback_percent,retention_intent,survey_date
9476,22,Prefer not to say,Germany,Bachelor's,Finance,Staff,5,201-1000,53.71,Occasionally,54.99,35.54,Medium,11,47.26,49.05,3,69.67,Likely,2024-12-25 04:47:08.279077
9477,51,Male,USA,Master's,Finance,Staff,5,1-50,77.68,Never,61.74,43.34,Medium,9,49.09,36.06,3,54.45,Likely,2024-12-15 04:47:08.279077
9478,29,Male,South Africa,Master's,Consulting,Manager,1,201-1000,87.91,Never,89.36,24.02,Low,33,90.11,84.22,1,89.96,Very Likely,2025-06-12 04:47:08.279077
9479,59,Male,Brazil,Master's,Government,Executive,3,51-200,46.08,Occasionally,80.17,27.19,Low,25,93.58,88.95,0,91.35,Very Likely,2024-12-16 04:47:08.279077
9480,34,Male,India,Bachelor's,IT,HR,5,201-1000,46.04,Occasionally,67.16,31.13,Low,9,40.82,50.7,1,32.64,Unlikely,2025-04-24 04:47:08.279077
9481,24,Female,Australia,Bachelor's,Media,HR,2,51-200,57.01,Rarely,83.53,22.67,Low,18,29.13,19.01,0,49.17,Unlikely,2025-01-10 04:47:08.279077
9482,23,Male,Germany,Bachelor's,Healthcare,Staff,4,201-1000,92.6,Occasionally,57.62,42.37,Medium,15,36.0,9.7,1,35.02,Unlikely,2025-03-14 04:47:08.279077
9483,47,Female,India,Master's,Healthcare,Staff,8,201-1000,86.91,Occasionally,87.75,15.47,Low,14,79.32,43.92,0,98.82,Very Likely,2024-10-26 04:47:08.279077
9484,23,Female,South Africa,Bachelor's,IT,Executive,2,1-50,71.05,Occasionally,72.56,35.02,Medium,24,82.7,92.25,0,71.01,Likely,2025-01-11 04:47:08.279077
9485,34,Male,USA,Bachelor's,Manufacturing,Staff,5,1-50,32.65,Never,73.46,34.19,Medium,7,76.4,82.65,0,81.52,Very Likely,2025-04-11 04:47:08.279077
9486,36,Female,Australia,Bachelor's,Energy,Staff,6,51-200,51.83,Occasionally,52.24,46.05,Medium,10,18.52,0.0,1,27.73,Unlikely,2024-10-19 04:47:08.279077
9487,22,Other,Australia,Bachelor's,Finance,Staff,6,1-50,82.02,Rarely,44.05,63.13,Medium,9,73.27,65.07,1,61.13,Likely,2025-05-14 04:47:08.279077
9488,29,Male,UK,Master's,Healthcare,Staff,6,1-50,92.67,Rarely,44.43,54.02,Medium,4,39.63,26.43,5,46.41,Unlikely,2025-07-05 04:47:08.279077
9489,42,Male,Brazil,High School,IT,Staff,3,1001+,60.0,Occasionally,38.45,61.34,Medium,6,25.39,13.93,4,20.82,Very Unlikely,2025-06-24 04:47:08.279077
9490,37,Male,Japan,Master's,Healthcare,Staff,6,201-1000,57.37,Occasionally,17.58,73.18,High,6,29.52,7.72,0,1.15,Very Unlikely,2025-03-16 04:47:08.279077
9491,20,Female,UK,Bachelor's,Manufacturing,Technical Specialist,6,201-1000,68.13,Often,48.46,54.87,Medium,10,75.43,41.85,0,84.07,Very Likely,2024-08-30 04:47:08.279077
9492,54,Female,Japan,Bachelor's,Retail,Staff,4,1-50,80.65,Daily,66.65,29.18,Low,13,55.38,53.22,1,63.47,Likely,2024-11-07 04:47:08.279077
9493,50,Male,Brazil,Bachelor's,Healthcare,Technical Specialist,4,51-200,49.91,Never,92.35,0.0,Low,14,42.52,54.11,1,56.69,Likely,2024-10-18 04:47:08.279077
9494,20,Female,Germany,High School,Retail,Staff,7,201-1000,71.04,Often,71.8,30.98,Low,11,47.83,63.22,0,70.82,Likely,2024-08-30 04:47:08.279077
9495,22,Female,Australia,Master's,Finance,Executive,2,1-50,44.77,Occasionally,82.31,22.9,Low,24,53.95,48.02,0,78.4,Very Likely,2024-11-28 04:47:08.279077
9496,22,Female,USA,High School,Consulting,Manager,7,1001+,60.96,Occasionally,71.18,18.0,Low,28,71.09,93.24,5,62.29,Likely,2024-11-04 04:47:08.279077
9497,56,Male,Germany,Bachelor's,Education,Technical Specialist,8,1-50,54.92,Occasionally,65.83,29.43,Low,6,38.24,28.71,0,45.74,Unlikely,2024-08-21 04:47:08.279077
9498,38,Female,South Africa,High School,IT,Staff,1,201-1000,58.26,Often,61.2,43.08,Medium,6,28.34,4.53,0,44.01,Unlikely,2025-03-31 04:47:08.279077
9499,48,Male,South Africa,High School,Retail,Staff,5,1-50,48.03,Never,83.27,11.63,Low,6,33.51,17.51,1,54.95,Likely,2024-12-14 04:47:08.279077
9500,44,Female,France,Bachelor's,Healthcare,Operations,8,51-200,61.92,Rarely,75.75,18.8,Low,8,54.82,56.95,3,66.73,Likely,2024-10-25 04:47:08.279077
9501,52,Female,USA,High School,Manufacturing,Staff,3,1001+,56.67,Never,60.36,39.65,Medium,14,12.37,12.11,1,25.97,Unlikely,2025-07-30 04:47:08.279077
9502,55,Female,South Africa,Bachelor's,Energy,Manager,3,51-200,72.86,Occasionally,80.49,22.12,Low,22,17.52,18.41,0,25.21,Unlikely,2025-03-30 04:47:08.279077
9503,48,Male,Japan,Bachelor's,Consulting,Staff,2,1001+,59.51,Rarely,58.67,41.32,Medium,9,29.18,14.81,2,40.33,Unlikely,2025-03-14 04:47:08.279077
9504,45,Male,France,Master's,Consulting,Staff,4,51-200,77.0,Often,64.93,35.16,Medium,5,15.74,8.47,0,34.27,Unlikely,2024-10-01 04:47:08.279077
9505,23,Female,Canada,Bachelor's,Consulting,Executive,4,1001+,51.82,Rarely,61.07,41.42,Medium,34,84.95,87.59,1,64.95,Likely,2025-04-13 04:47:08.279077
9506,33,Female,Canada,Bachelor's,Education,Staff,2,51-200,48.84,Daily,61.87,36.36,Medium,11,46.17,26.32,1,46.31,Unlikely,2024-08-23 04:47:08.279077
9507,46,Female,South Africa,High School,IT,Operations,7,51-200,45.24,Often,61.59,43.29,Medium,9,37.17,26.84,1,49.93,Unlikely,2025-03-17 04:47:08.279077
9508,52,Male,France,Master's,Media,Technical Specialist,7,201-1000,62.05,Often,78.01,23.64,Low,7,64.73,73.91,0,71.57,Likely,2025-02-01 04:47:08.279077
9509,41,Male,Australia,Bachelor's,Media,Staff,5,201-1000,62.93,Never,61.07,37.53,Medium,6,19.94,19.41,0,46.1,Unlikely,2025-08-01 04:47:08.279077
9510,22,Female,UK,Bachelor's,Consulting,Manager,5,1001+,40.29,Often,86.82,4.83,Low,28,43.03,25.13,3,63.68,Likely,2025-05-17 04:47:08.279077
9511,42,Prefer not to say,Japan,Bachelor's,Healthcare,Manager,5,51-200,58.72,Rarely,48.56,43.73,Medium,20,33.3,30.54,5,43.85,Unlikely,2025-04-08 04:47:08.279077
9512,40,Female,Australia,High School,Retail,Technical Specialist,3,1001+,59.99,Rarely,84.74,19.75,Low,9,77.54,85.31,0,86.49,Very Likely,2025-03-25 04:47:08.279077
9513,60,Female,India,High School,Government,Staff,7,1-50,80.26,Often,79.11,21.96,Low,14,60.47,64.36,5,61.95,Likely,2025-04-12 04:47:08.279077
9514,42,Female,South Africa,Master's,Manufacturing,Technical Specialist,5,51-200,76.57,Daily,63.77,41.84,Medium,7,25.89,20.68,2,46.01,Unlikely,2024-09-29 04:47:08.279077
9515,23,Male,India,Bachelor's,Energy,HR,3,51-200,57.74,Occasionally,81.87,18.06,Low,8,30.63,19.96,0,48.43,Unlikely,2024-10-17 04:47:08.279077
9516,40,Female,USA,PhD,Government,Staff,3,1-50,39.64,Rarely,76.54,19.39,Low,15,37.86,46.93,1,55.31,Likely,2024-10-05 04:47:08.279077
9517,56,Female,Germany,PhD,Media,HR,10,1-50,45.33,Rarely,53.97,49.64,Medium,9,17.04,11.71,1,47.98,Unlikely,2025-01-28 04:47:08.279077
9518,50,Prefer not to say,South Africa,Bachelor's,Retail,Manager,5,51-200,35.88,Occasionally,73.48,24.82,Low,17,71.18,62.64,0,69.48,Likely,2024-09-19 04:47:08.279077
9519,40,Male,Australia,PhD,Finance,Manager,3,51-200,79.47,Daily,72.04,36.8,Medium,43,35.93,40.1,0,58.94,Likely,2024-11-15 04:47:08.279077
9520,45,Male,UK,High School,Retail,Manager,4,51-200,53.42,Often,44.3,55.45,Medium,28,52.37,25.26,5,40.84,Unlikely,2024-12-26 04:47:08.279077
9521,60,Female,Canada,High School,Healthcare,Manager,8,201-1000,80.17,Often,36.88,53.02,Medium,25,100.0,97.44,0,76.68,Very Likely,2024-11-03 04:47:08.279077
9522,54,Male,Germany,High School,Government,Technical Specialist,3,51-200,59.47,Rarely,58.76,54.6,Medium,11,57.22,45.43,1,63.6,Likely,2024-10-28 04:47:08.279077
9523,57,Male,Canada,High School,Healthcare,Staff,5,51-200,83.55,Often,88.89,22.87,Low,10,56.62,78.55,0,80.21,Very Likely,2025-04-20 04:47:08.279077
9524,43,Male,Japan,Bachelor's,Consulting,Manager,0,201-1000,51.57,Often,60.1,49.3,Medium,22,57.73,32.24,2,64.49,Likely,2024-12-20 04:47:08.279077
9525,30,Female,UK,Bachelor's,Education,Manager,2,51-200,87.05,Rarely,54.18,54.11,Medium,25,67.48,86.94,1,73.03,Likely,2025-05-18 04:47:08.279077
9526,60,Female,Germany,High School,Healthcare,Staff,8,201-1000,62.5,Occasionally,62.29,32.81,Low,16,55.86,65.44,0,56.47,Likely,2025-07-08 04:47:08.279077
9527,48,Male,France,Bachelor's,IT,Staff,6,201-1000,59.84,Occasionally,74.0,16.52,Low,17,25.73,28.13,0,41.07,Unlikely,2025-05-29 04:47:08.279077
9528,22,Female,France,Bachelor's,Education,Technical Specialist,3,51-200,90.75,Often,54.19,57.81,Medium,14,71.34,79.11,0,61.36,Likely,2024-11-19 04:47:08.279077
9529,20,Male,Australia,High School,Energy,Technical Specialist,1,1001+,61.5,Occasionally,89.17,0.0,Low,5,58.32,76.28,0,74.21,Likely,2025-05-28 04:47:08.279077
9530,38,Female,Japan,Master's,Energy,Manager,4,1001+,48.04,Often,79.11,22.41,Low,20,50.78,42.07,3,51.35,Likely,2024-08-05 04:47:08.279077
9531,41,Female,France,Bachelor's,Healthcare,Manager,2,1-50,51.94,Often,80.13,11.75,Low,23,81.23,72.83,0,91.55,Very Likely,2025-04-29 04:47:08.279077
9532,33,Female,Canada,Master's,Manufacturing,Staff,5,51-200,49.89,Occasionally,100.0,0.0,Low,9,81.3,84.92,0,86.48,Very Likely,2025-05-22 04:47:08.279077
9533,33,Male,South Africa,PhD,Energy,Manager,4,1-50,62.77,Often,56.19,47.16,Medium,23,47.26,68.63,0,58.13,Likely,2024-11-03 04:47:08.279077
9534,35,Female,Japan,Bachelor's,Manufacturing,Technical Specialist,3,201-1000,56.21,Often,65.8,45.78,Medium,11,54.31,82.04,0,52.34,Likely,2025-03-04 04:47:08.279077
9535,52,Female,Australia,Master's,Healthcare,Staff,4,1-50,37.0,Occasionally,51.41,52.75,Medium,11,37.03,32.79,0,19.11,Very Unlikely,2024-09-11 04:47:08.279077
9536,32,Female,USA,High School,Retail,Staff,4,1-50,73.82,Occasionally,67.81,33.19,Medium,9,76.84,72.31,0,78.83,Very Likely,2024-12-07 04:47:08.279077
9537,57,Male,Japan,Bachelor's,Retail,Staff,3,51-200,34.11,Occasionally,52.38,38.78,Medium,8,50.64,77.7,1,53.48,Likely,2025-04-15 04:47:08.279077
9538,31,Male,France,Bachelor's,IT,Executive,7,1-50,48.91,Never,62.84,36.5,Medium,21,87.28,90.94,0,78.65,Very Likely,2025-07-15 04:47:08.279077
9539,57,Female,Australia,Bachelor's,Manufacturing,Staff,4,1001+,38.88,Often,57.57,42.12,Medium,6,75.73,86.37,1,68.42,Likely,2024-09-20 04:47:08.279077
9540,58,Male,Australia,Master's,IT,Staff,4,201-1000,84.3,Daily,44.6,71.69,High,14,61.78,63.95,0,65.28,Likely,2025-01-18 04:47:08.279077
9541,52,Male,Canada,Master's,Government,Staff,3,1001+,73.07,Occasionally,74.17,24.26,Low,10,26.17,17.85,1,53.09,Likely,2024-08-16 04:47:08.279077
9542,52,Other,Canada,Bachelor's,Government,Staff,2,51-200,55.72,Often,39.4,54.41,Medium,9,61.08,45.65,1,56.52,Likely,2024-12-26 04:47:08.279077
9543,48,Male,UK,High School,Retail,Staff,2,201-1000,60.09,Never,51.66,51.83,Medium,8,31.03,3.72,1,48.69,Unlikely,2025-07-17 04:47:08.279077
9544,24,Prefer not to say,Brazil,Bachelor's,Finance,HR,5,1001+,45.24,Occasionally,64.91,25.61,Low,9,94.71,100.0,0,70.05,Likely,2025-07-17 04:47:08.279077
9545,25,Male,Brazil,Bachelor's,Manufacturing,Staff,2,1-50,58.9,Rarely,58.79,35.14,Medium,9,16.26,37.64,0,38.69,Unlikely,2024-10-04 04:47:08.279077
9546,50,Female,India,Bachelor's,Healthcare,Executive,5,1-50,35.93,Never,89.24,10.38,Low,24,44.66,33.25,1,77.82,Very Likely,2025-02-20 04:47:08.279077
9547,35,Female,Germany,High School,Consulting,Manager,3,51-200,77.01,Occasionally,80.12,27.46,Low,26,66.55,59.22,1,71.45,Likely,2025-02-10 04:47:08.279077
9548,50,Female,Japan,Other,Finance,Staff,4,1-50,67.69,Rarely,64.98,27.12,Low,3,35.62,19.7,0,39.34,Unlikely,2025-06-01 04:47:08.279077
9549,44,Prefer not to say,Japan,PhD,Energy,Staff,3,1001+,67.52,Often,57.82,53.51,Medium,8,100.0,70.28,0,78.92,Very Likely,2024-09-26 04:47:08.279077
9550,52,Male,France,Master's,Finance,Staff,5,1-50,73.49,Daily,52.42,43.13,Medium,15,40.24,32.1,0,33.28,Unlikely,2025-01-15 04:47:08.279077
9551,32,Female,Canada,High School,IT,Technical Specialist,1,51-200,9.86,Occasionally,37.12,71.17,High,7,64.29,72.38,0,66.91,Likely,2024-10-20 04:47:08.279077
9552,29,Female,Canada,Bachelor's,Media,HR,9,1001+,61.13,Daily,89.19,8.23,Low,7,61.26,67.46,1,67.44,Likely,2024-08-17 04:47:08.279077
9553,43,Male,South Africa,Bachelor's,Healthcare,Staff,4,1001+,56.57,Never,53.98,48.62,Medium,9,68.02,58.13,1,57.52,Likely,2024-09-13 04:47:08.279077
9554,29,Female,France,Bachelor's,Consulting,Executive,2,1-50,40.94,Often,64.99,33.93,Medium,26,45.66,63.17,2,63.21,Likely,2025-03-26 04:47:08.279077
9555,60,Male,UK,High School,Government,Staff,7,1001+,68.33,Rarely,53.65,33.98,Medium,13,60.08,70.0,1,49.65,Unlikely,2025-07-31 04:47:08.279077
9556,50,Female,UK,Bachelor's,IT,Manager,3,1-50,77.09,Occasionally,78.3,14.08,Low,25,65.84,71.03,1,79.14,Very Likely,2025-07-06 04:47:08.279077
9557,32,Male,Germany,Master's,Retail,Manager,3,51-200,46.62,Occasionally,66.49,33.77,Medium,16,57.75,43.94,1,76.89,Very Likely,2025-04-05 04:47:08.279077
9558,22,Female,Australia,Other,Consulting,Technical Specialist,7,1001+,31.88,Daily,68.14,36.13,Medium,5,60.09,43.14,1,67.4,Likely,2025-03-23 04:47:08.279077
9559,53,Female,Brazil,Bachelor's,Retail,Staff,5,1-50,62.14,Daily,59.44,39.79,Medium,13,51.61,84.03,0,54.94,Likely,2025-06-20 04:47:08.279077
9560,47,Male,USA,PhD,Media,Technical Specialist,4,201-1000,60.49,Rarely,26.87,75.9,High,6,27.27,22.14,1,29.72,Unlikely,2024-12-18 04:47:08.279077
9561,38,Female,France,Other,Energy,Operations,3,201-1000,49.87,Occasionally,64.66,30.56,Low,9,65.87,88.49,0,62.18,Likely,2025-06-03 04:47:08.279077
9562,42,Male,Brazil,Bachelor's,Healthcare,Staff,3,201-1000,70.05,Often,58.69,34.94,Medium,19,43.04,55.24,1,69.07,Likely,2025-07-05 04:47:08.279077
9563,51,Male,Germany,Bachelor's,Retail,HR,4,1-50,72.03,Occasionally,72.4,33.92,Medium,11,56.1,37.37,1,41.67,Unlikely,2024-08-05 04:47:08.279077
9564,32,Male,South Africa,High School,Energy,Staff,7,201-1000,48.7,Often,65.92,21.34,Low,9,66.69,79.2,0,66.06,Likely,2025-01-18 04:47:08.279077
9565,52,Male,India,Bachelor's,Manufacturing,Manager,3,51-200,47.9,Often,62.11,46.01,Medium,25,38.17,30.37,0,45.87,Unlikely,2024-08-25 04:47:08.279077
9566,53,Male,Canada,High School,Energy,Staff,4,1-50,66.91,Rarely,58.05,48.98,Medium,16,81.43,70.95,1,78.57,Very Likely,2025-07-04 04:47:08.279077
9567,52,Female,Australia,High School,Healthcare,Staff,4,51-200,48.33,Daily,65.77,37.23,Medium,8,42.77,18.94,0,53.72,Likely,2025-06-17 04:47:08.279077
9568,24,Female,Japan,Master's,Consulting,Technical Specialist,2,1-50,70.21,Occasionally,64.98,34.04,Medium,12,25.91,15.68,0,65.87,Likely,2025-03-22 04:47:08.279077
9569,22,Female,India,Master's,Government,HR,3,51-200,57.82,Occasionally,61.06,48.9,Medium,13,44.78,45.09,0,45.62,Unlikely,2025-01-16 04:47:08.279077
9570,26,Male,Canada,Bachelor's,Government,Staff,5,201-1000,58.75,Occasionally,68.16,20.26,Low,8,10.3,44.82,1,46.44,Unlikely,2025-05-21 04:47:08.279077
9571,43,Female,South Africa,Bachelor's,Education,Executive,5,1-50,31.33,Never,64.98,43.39,Medium,22,100.0,100.0,3,70.08,Likely,2024-10-08 04:47:08.279077
9572,41,Female,Germany,Bachelor's,IT,Manager,2,1-50,86.37,Daily,63.05,42.34,Medium,19,92.72,100.0,0,79.24,Very Likely,2024-11-19 04:47:08.279077
9573,42,Male,Brazil,Bachelor's,Retail,Staff,8,201-1000,64.92,Occasionally,61.63,47.37,Medium,12,67.91,89.36,0,62.78,Likely,2024-08-27 04:47:08.279077
9574,49,Female,Brazil,High School,Retail,Manager,9,51-200,53.7,Rarely,61.68,46.25,Medium,19,61.46,62.59,0,57.88,Likely,2025-06-28 04:47:08.279077
9575,37,Female,India,Master's,Healthcare,Manager,2,201-1000,75.07,Often,73.36,25.29,Low,25,31.56,41.2,1,50.28,Likely,2024-12-25 04:47:08.279077
9576,51,Female,Australia,Bachelor's,Education,Staff,4,51-200,46.6,Never,93.35,14.02,Low,13,23.01,14.18,0,52.72,Likely,2025-01-15 04:47:08.279077
9577,26,Male,Australia,High School,Media,Staff,3,1001+,66.08,Rarely,58.59,36.86,Medium,10,42.42,18.12,1,55.45,Likely,2024-08-31 04:47:08.279077
9578,52,Male,Germany,Bachelor's,Government,Staff,4,1-50,68.12,Rarely,75.13,19.39,Low,10,40.12,56.83,3,51.55,Likely,2024-09-08 04:47:08.279077
9579,24,Female,Brazil,Master's,Consulting,Staff,5,51-200,50.4,Never,75.12,19.49,Low,9,25.84,7.94,0,40.49,Unlikely,2025-05-10 04:47:08.279077
9580,47,Female,South Africa,PhD,Media,Manager,1,1-50,45.52,Daily,57.78,40.07,Medium,33,100.0,63.91,0,75.57,Very Likely,2025-06-07 04:47:08.279077
9581,27,Male,India,Bachelor's,Retail,Staff,1,1-50,39.0,Occasionally,52.58,41.91,Medium,9,38.08,41.67,0,58.79,Likely,2025-02-14 04:47:08.279077
9582,34,Male,India,High School,Education,Executive,3,201-1000,47.7,Rarely,32.63,67.91,High,31,91.66,82.82,1,77.66,Very Likely,2024-09-19 04:47:08.279077
9583,23,Female,France,Bachelor's,Energy,Operations,3,1001+,88.16,Occasionally,64.25,30.7,Low,2,60.29,89.35,5,60.77,Likely,2025-02-23 04:47:08.279077
9584,53,Female,Japan,PhD,Education,Staff,0,1001+,26.91,Occasionally,91.26,8.12,Low,16,13.57,12.01,0,43.16,Unlikely,2024-12-11 04:47:08.279077
9585,24,Female,UK,Bachelor's,Education,Manager,3,51-200,73.22,Often,81.65,9.74,Low,30,94.67,96.75,0,95.23,Very Likely,2024-11-02 04:47:08.279077
9586,52,Male,France,PhD,Manufacturing,Staff,2,51-200,56.6,Often,74.64,30.66,Low,10,68.94,75.23,0,97.62,Very Likely,2024-12-03 04:47:08.279077
9587,24,Male,UK,High School,Finance,Executive,7,1-50,84.11,Never,63.35,39.83,Medium,26,82.61,78.55,1,89.8,Very Likely,2025-02-23 04:47:08.279077
9588,57,Male,Australia,Master's,Government,Staff,3,51-200,69.1,Occasionally,58.48,42.22,Medium,11,79.91,74.29,2,69.43,Likely,2024-09-17 04:47:08.279077
9589,53,Male,UK,High School,Government,Manager,3,201-1000,55.66,Often,49.18,54.25,Medium,22,31.27,24.09,0,45.67,Unlikely,2024-08-13 04:47:08.279077
9590,45,Male,USA,Master's,Consulting,Technical Specialist,6,1001+,92.42,Occasionally,69.57,38.18,Medium,12,39.47,50.73,0,51.06,Likely,2024-11-17 04:47:08.279077
9591,20,Female,Australia,High School,Consulting,Staff,4,201-1000,55.96,Often,74.89,17.97,Low,9,63.41,80.85,1,59.57,Likely,2024-10-25 04:47:08.279077
9592,23,Female,UK,Bachelor's,Consulting,Technical Specialist,6,1001+,57.38,Never,64.6,36.33,Medium,8,74.29,99.59,2,85.3,Very Likely,2025-02-17 04:47:08.279077
9593,58,Female,USA,Master's,Media,Manager,2,201-1000,67.96,Occasionally,61.45,36.01,Medium,23,48.66,58.31,3,41.91,Unlikely,2025-02-25 04:47:08.279077
9594,45,Male,Germany,Bachelor's,Retail,Staff,3,51-200,65.71,Never,49.69,38.7,Medium,10,37.27,20.87,1,34.01,Unlikely,2024-12-26 04:47:08.279077
9595,52,Male,Brazil,Master's,Manufacturing,Staff,2,51-200,75.15,Often,37.86,58.91,Medium,5,68.03,40.27,1,71.9,Likely,2025-06-30 04:47:08.279077
9596,52,Male,Brazil,Bachelor's,Finance,Staff,7,1-50,48.03,Daily,71.6,25.33,Low,10,60.86,48.15,1,76.95,Very Likely,2025-07-03 04:47:08.279077
9597,27,Male,Brazil,Other,Education,HR,3,201-1000,52.09,Often,64.66,23.58,Low,6,55.96,40.51,0,59.82,Likely,2024-10-20 04:47:08.279077
9598,39,Female,UK,High School,Retail,Manager,2,51-200,47.63,Occasionally,99.87,0.0,Low,22,84.38,100.0,0,91.83,Very Likely,2024-10-03 04:47:08.279077
9599,35,Male,Brazil,Bachelor's,Government,Technical Specialist,5,1-50,45.9,Never,60.75,38.83,Medium,10,48.43,60.42,3,55.71,Likely,2025-01-02 04:47:08.279077
9600,40,Male,Canada,PhD,Retail,Manager,1,51-200,57.24,Daily,60.08,27.94,Low,34,64.67,52.94,0,49.44,Unlikely,2025-04-11 04:47:08.279077
9601,45,Male,Brazil,Bachelor's,Manufacturing,Manager,2,201-1000,67.06,Often,45.04,54.99,Medium,23,64.58,72.3,1,44.48,Unlikely,2025-03-12 04:47:08.279077
9602,42,Male,UK,Other,Manufacturing,Manager,5,51-200,85.05,Rarely,71.77,18.35,Low,19,46.84,44.19,1,48.39,Unlikely,2025-01-08 04:47:08.279077
9603,37,Female,UK,Master's,Government,Staff,2,51-200,81.46,Occasionally,57.18,35.68,Medium,5,26.44,23.14,1,40.24,Unlikely,2025-07-19 04:47:08.279077
9604,50,Male,USA,Bachelor's,IT,Staff,5,51-200,67.52,Often,69.26,25.39,Low,10,38.52,52.52,3,71.67,Likely,2025-06-07 04:47:08.279077
9605,31,Female,Brazil,Bachelor's,Healthcare,Staff,5,1-50,39.67,Rarely,76.56,20.3,Low,7,65.52,67.67,1,85.09,Very Likely,2024-10-09 04:47:08.279077
9606,20,Female,Brazil,Master's,Energy,Staff,8,1001+,56.2,Often,53.72,52.01,Medium,17,43.52,39.14,0,52.11,Likely,2025-02-02 04:47:08.279077
9607,28,Male,Japan,PhD,Finance,Staff,5,1-50,64.39,Often,79.65,18.3,Low,15,90.01,87.92,3,91.86,Very Likely,2025-07-09 04:47:08.279077
9608,22,Male,Australia,Bachelor's,Finance,Manager,5,1001+,83.96,Daily,54.52,45.99,Medium,29,50.44,58.54,1,46.85,Unlikely,2024-09-21 04:47:08.279077
9609,45,Female,India,Bachelor's,Government,Staff,2,51-200,62.0,Rarely,80.89,25.73,Low,13,36.28,40.45,0,71.53,Likely,2025-02-07 04:47:08.279077
9610,28,Female,USA,High School,Education,Executive,3,51-200,74.64,Rarely,70.83,36.79,Medium,22,100.0,67.17,1,94.27,Very Likely,2025-04-22 04:47:08.279077
9611,35,Male,Brazil,Bachelor's,Healthcare,Manager,3,1001+,64.3,Often,83.04,4.46,Low,21,51.51,45.41,0,59.31,Likely,2024-11-13 04:47:08.279077
9612,43,Male,South Africa,Bachelor's,Media,Technical Specialist,5,51-200,63.47,Never,62.88,20.53,Low,12,3.26,0.0,1,20.77,Very Unlikely,2025-04-10 04:47:08.279077
9613,33,Male,Canada,Bachelor's,Media,HR,2,1-50,74.52,Often,72.9,32.79,Low,10,27.11,40.84,0,41.78,Unlikely,2025-03-19 04:47:08.279077
9614,22,Male,France,Master's,Healthcare,Executive,5,1-50,75.93,Rarely,73.32,15.47,Low,21,95.53,86.01,1,80.35,Very Likely,2025-02-17 04:47:08.279077
9615,53,Male,South Africa,Bachelor's,Finance,Staff,7,51-200,56.84,Occasionally,63.66,29.01,Low,15,43.0,69.49,0,44.27,Unlikely,2025-04-03 04:47:08.279077
9616,52,Male,Canada,Bachelor's,Healthcare,Executive,5,51-200,36.75,Daily,77.2,27.82,Low,26,79.86,64.81,1,71.64,Likely,2024-12-18 04:47:08.279077
9617,43,Male,USA,High School,Media,HR,3,51-200,55.07,Often,67.69,37.41,Medium,10,55.84,55.08,0,58.5,Likely,2025-05-18 04:47:08.279077
9618,28,Male,Brazil,Master's,Consulting,Staff,2,1-50,55.32,Occasionally,49.14,56.18,Medium,10,29.08,13.56,3,34.08,Unlikely,2025-06-06 04:47:08.279077
9619,32,Male,South Africa,Bachelor's,Healthcare,Technical Specialist,4,1001+,49.71,Never,74.67,29.69,Low,11,68.09,58.0,0,67.75,Likely,2025-03-07 04:47:08.279077
9620,21,Female,Japan,Bachelor's,Manufacturing,Manager,6,51-200,47.56,Rarely,53.09,50.64,Medium,29,77.01,92.15,0,77.18,Very Likely,2024-09-18 04:47:08.279077
9621,26,Female,South Africa,Bachelor's,Education,HR,1,1001+,59.11,Occasionally,62.87,45.93,Medium,14,51.07,55.52,0,46.87,Unlikely,2025-03-07 04:47:08.279077
9622,40,Female,Japan,High School,Manufacturing,Staff,6,51-200,47.34,Occasionally,98.12,7.12,Low,8,29.77,32.79,0,56.51,Likely,2025-02-07 04:47:08.279077
9623,38,Male,Japan,Bachelor's,Finance,Manager,4,51-200,56.39,Often,66.69,38.68,Medium,24,33.39,43.04,0,57.34,Likely,2025-06-13 04:47:08.279077
9624,44,Female,Canada,Master's,Media,Staff,6,1-50,74.25,Often,46.06,45.88,Medium,8,56.49,58.23,1,49.44,Unlikely,2024-11-06 04:47:08.279077
9625,41,Male,Japan,Bachelor's,Finance,Manager,6,51-200,57.78,Often,83.39,1.64,Low,22,70.67,80.38,1,83.05,Very Likely,2025-03-13 04:47:08.279077
9626,30,Female,Canada,PhD,Education,Manager,8,1-50,74.44,Never,51.74,59.3,Medium,23,66.01,78.1,2,62.49,Likely,2025-06-21 04:47:08.279077
9627,52,Male,India,Bachelor's,Media,Manager,2,51-200,75.69,Often,60.73,37.94,Medium,26,60.79,52.18,0,46.69,Unlikely,2025-03-09 04:47:08.279077
9628,51,Male,South Africa,Bachelor's,Consulting,Manager,8,1-50,67.92,Rarely,68.0,25.59,Low,30,46.03,28.47,0,53.47,Likely,2024-09-19 04:47:08.279077
9629,40,Female,UK,Bachelor's,IT,Technical Specialist,5,51-200,59.81,Often,78.17,9.5,Low,9,55.31,55.55,0,67.68,Likely,2024-08-23 04:47:08.279077
9630,58,Female,India,Master's,Healthcare,Staff,3,51-200,80.65,Occasionally,56.74,42.17,Medium,9,67.31,71.49,0,54.42,Likely,2025-04-22 04:47:08.279077
